id,name,lowercase_name
10019,Michael Gottlieb,michael gottlieb
11649,Gary Goddard,gary goddard
84499,Richard Fleischer,richard fleischer
13509,Fred Dekker,fred dekker
63639,Pat O'Connor,pat o'connor
30175,Terry Winsor,terry winsor
30175,Paul Aaron,paul aaron
51521,Charlie Loventhal,charlie loventhal
34379,Peter Werner,peter werner
22915,William Phelps,william phelps
24940,Mark Waters,mark waters
37302,Vic Sarin,vic sarin
10984,Jamie Blanks,jamie blanks
843,Wong Kar-wai,wong kar-wai
121091,Alex Winter,alex winter
318,Wim Wenders,wim wenders
12806,Cesc Gay,cesc gay
9740,Ridley Scott,ridley scott
10878,Dennis Dugan,dennis dugan
47588,Jonathan Nossiter,jonathan nossiter
10697,Agnès Jaoui,agnès jaoui
7093,Roland Joffé,roland joffé
16300,Chris Weitz,chris weitz
16300,Paul Weitz,paul weitz
19405,Chuck Sheetz,chuck sheetz
1921,Pat O'Connor,pat o'connor
44412,Douglas McGrath,douglas mcgrath
44412,Peter Askin,peter askin
21620,Harry Sinclair,harry sinclair
23685,Henry Selick,henry selick
12138,Demian Lichtenstein,demian lichtenstein
48217,Patrice Leconte,patrice leconte
6073,Gore Verbinski,gore verbinski
39180,John Whitesell,john whitesell
35569,Lee Stanley,lee stanley
25208,Kasi Lemmons,kasi lemmons
82103,Andrucha Waddington,andrucha waddington
19513,Daniel Minahan,daniel minahan
2749,John Herzfeld,john herzfeld
10050,Tommy O'Haver,tommy o'haver
17203,Paddy Breathnach,paddy breathnach
168485,Christopher Livingston,christopher livingston
95682,Deborah Hoffmann,deborah hoffmann
95682,Frances Reid,frances reid
54968,Ben Hopkins,ben hopkins
49929,Kieron J. Walsh,kieron j. walsh
2302,Barry Levinson,barry levinson
32686,Steven Soderbergh,steven soderbergh
13889,Akira Kurosawa,akira kurosawa
6028,Guy Hamilton,guy hamilton
51802,Lewis Milestone,lewis milestone
42148,Hector Babenco,hector babenco
29492,Tom DeSimone,tom desimone
25447,Bill Fishman,bill fishman
28410,Fritz Kiersch,fritz kiersch
38545,Hal Hartley,hal hartley
19490,Henry Koster,henry koster
31151,Denis Sanders,denis sanders
1888,Billy Wilder,billy wilder
38805,Ralph Nelson,ralph nelson
16618,Charles Vidor,charles vidor
2428,George Stevens,george stevens
22013,Richard Brooks,richard brooks
15598,Lewis Gilbert,lewis gilbert
43332,Delmer Daves,delmer daves
62127,Michael Ritchie,michael ritchie
56137,Michael Powell,michael powell
56137,Emeric Pressburger,emeric pressburger
17965,Robert Fuest,robert fuest
29067,Daniel Haller,daniel haller
33250,Albert Brooks,albert brooks
14460,Jimmy T. Murakami,jimmy t. murakami
17466,Deran Sarafian,deran sarafian
9594,Sheldon Lettich,sheldon lettich
35976,Burt Reynolds,burt reynolds
4986,Richard A. Colla,richard a. colla
2453,Simon Wincer,simon wincer
33676,Curtis Hanson,curtis hanson
4587,Richard Benjamin,richard benjamin
31004,Carl Schenkel,carl schenkel
125099,Nicholas Barker,nicholas barker
27859,Emilio Estevez,emilio estevez
11454,Michael Mann,michael mann
38718,Barbet Schroeder,barbet schroeder
4192,John Guillermin,john guillermin
11607,Sean S. Cunningham,sean s. cunningham
14052,Jeff Kanew,jeff kanew
16889,Joe Roth,joe roth
39934,Norman René,norman rené
26580,Spike Lee,spike lee
21309,Tim Hunter,tim hunter
16263,Alan Metter,alan metter
4985,Robert Aldrich,robert aldrich
20704,Stan Dragoti,stan dragoti
23730,Douglas Cheek,douglas cheek
853,Jean-Jacques Annaud,jean-jacques annaud
10877,Andrzej Bartkowiak,andrzej bartkowiak
5257,Rob Sitch,rob sitch
77,Christopher Nolan,christopher nolan
20322,Gary Hardwick,gary hardwick
10833,David Mirkin,david mirkin
20309,J.B. Rogers,j.b. rogers
125093,David Maquiling,david maquiling
12658,Tony Goldwyn,tony goldwyn
10054,Robert Rodriguez,robert rodriguez
10646,Gregory Poirier,gregory poirier
2575,John Boorman,john boorman
55,Alejandro González Iñárritu,alejandro gonzález iñárritu
65075,Laurie Gwen Shapiro,laurie gwen shapiro
65075,David Shapiro,david shapiro
44379,Agnès Varda,agnès varda
2043,Lee Tamahori,lee tamahori
4133,Ted Demme,ted demme
56715,Jean-Marie Poiré,jean-marie poiré
10991,Michael Haigney,michael haigney
10991,Kunihiko Yuyama,kunihiko yuyama
15940,Bill Eagles,bill eagles
26791,Richard Dutcher,richard dutcher
44069,Marzieh Makhmalbaf,marzieh makhmalbaf
68894,Ann Hu,ann hu
634,Sharon Maguire,sharon maguire
10956,Dennie Gordon,dennie gordon
19366,Harry Elfont,harry elfont
19366,Deborah Kaplan,deborah kaplan
136558,Paiman Kalayeh,paiman kalayeh
136558,John Lyons Murphy,john lyons murphy
28308,Jonas McCord,jonas mccord
9519,Andrew Dominik,andrew dominik
13898,Jafar Panahi,jafar panahi
196280,Joe Mantegna,joe mantegna
9290,Simon Wincer,simon wincer
13166,Tom Green,tom green
32590,Wayne Wang,wayne wang
109472,Subrata Sen,subrata sen
153141,Jamie Thraves,jamie thraves
52654,Marleen Gorris,marleen gorris
70282,Jordan Walker-Pearlman,jordan walker-pearlman
47643,John Greyson,john greyson
111,Brian De Palma,brian de palma
32488,Blake Edwards,blake edwards
10477,Renny Harlin,renny harlin
12484,J.S. Cardone,j.s. cardone
2144,Harald Zwart,harald zwart
24113,Peter Chelsom,peter chelsom
118052,Steve Barron,steve barron
1734,Stephen Sommers,stephen sommers
38047,Shinji Aoyama,shinji aoyama
8076,Veit Helmer,veit helmer
4973,François Ozon,françois ozon
8095,Joseph L. Mankiewicz,joseph l. mankiewicz
849,Peter Yates,peter yates
27223,Albert Brooks,albert brooks
2981,Harry O. Hoyt,harry o. hoyt
2981,Milton Menasco,milton menasco
39266,Leni Riefenstahl,leni riefenstahl
31863,Joseph Ruben,joseph ruben
11307,George Roy Hill,george roy hill
46498,Christian Marquand,christian marquand
11163,Federico Fellini,federico fellini
11035,Federico Fellini,federico fellini
18691,Frederick de Cordova,frederick de cordova
3784,Garry Marshall,garry marshall
78133,Tony Bill,tony bill
22829,Richard Quine,richard quine
35717,Leos Carax,leos carax
11936,Federico Fellini,federico fellini
25221,Mark Rydell,mark rydell
19494,Colin Higgins,colin higgins
40842,Martin Ritt,martin ritt
19357,Carl Reiner,carl reiner
33743,Roy Rowland,roy rowland
32924,Dennis Hopper,dennis hopper
9062,Arthur Hiller,arthur hiller
11174,Bille August,bille august
934,Jules Dassin,jules dassin
9476,Brian Helgeland,brian helgeland
37691,Ken Loach,ken loach
115810,Fernando Trueba,fernando trueba
10613,Kristian Levring,kristian levring
19094,Del Shores,del shores
14268,Chris Hegedus,chris hegedus
14268,Jehane Noujaim,jehane noujaim
5852,Luis Mandoki,luis mandoki
808,Andrew Adamson,andrew adamson
808,Vicky Jenson,vicky jenson
49453,Amos Kollek,amos kollek
824,Baz Luhrmann,baz luhrmann
37558,Jacques Doillon,jacques doillon
676,Michael Bay,michael bay
88727,Karin Julsrud,karin julsrud
26813,Eric Valli,eric valli
26813,Michel Debats,michel debats
29572,Sally Potter,sally potter
48109,Jim McKay,jim mckay
50541,Donald Wrye,donald wrye
26255,Dale Launer,dale launer
22414,Mike Nichols,mike nichols
43329,Robert Aldrich,robert aldrich
42233,Robert Altman,robert altman
1406,Ron Underwood,ron underwood
13554,John Sayles,john sayles
17664,John Ford,john ford
66035,Burt Lancaster,burt lancaster
41050,Michelangelo Antonioni,michelangelo antonioni
1632,Alan Parker,alan parker
966,John Sturges,john sturges
12639,Burt Kennedy,burt kennedy
301,Howard Hawks,howard hawks
31527,Josef von Sternberg,josef von sternberg
4988,Michael Ritchie,michael ritchie
12623,Peter Yates,peter yates
11896,Danny DeVito,danny devito
25538,Edward Yang,edward yang
17971,Michael Nankin,michael nankin
17971,David Wechter,david wechter
6498,Ole Bornedal,ole bornedal
5923,Robert Wise,robert wise
15497,Henry King,henry king
21876,Mark Robson,mark robson
11090,Luke Greenfield,luke greenfield
14034,Sam Weisman,sam weisman
21056,Thomas Bezucha,thomas bezucha
9397,Ivan Reitman,ivan reitman
9705,Dominic Sena,dominic sena
26475,Alan Cumming,alan cumming
26475,Jennifer Jason Leigh,jennifer jason leigh
56934,Bruce Beresford,bruce beresford
29937,Jan Hřebejk,jan hřebejk
49922,Peter Hewitt,peter hewitt
10364,Mike Nichols,mike nichols
32458,Costa Botes,costa botes
32458,Peter Jackson,peter jackson
1089,Kathryn Bigelow,kathryn bigelow
38043,Zelda Barron,zelda barron
9967,Ted Kotcheff,ted kotcheff
17494,Jonathan Kaplan,jonathan kaplan
17465,Peter Markle,peter markle
759,Howard Hawks,howard hawks
10297,Jean Negulesco,jean negulesco
29393,William Castle,william castle
10653,Billy Wilder,billy wilder
21468,Walter Lang,walter lang
9576,Sydney Pollack,sydney pollack
22323,Penelope Spheeris,penelope spheeris
31935,Robert Aldrich,robert aldrich
126881,Hermine Huntgeburth,hermine huntgeburth
52616,Yim Ho,yim ho
10865,Gary Trousdale,gary trousdale
10865,Kirk Wise,kirk wise
1995,Simon West,simon west
10808,Steve Carr,steve carr
9799,Rob Cohen,rob cohen
644,Steven Spielberg,steven spielberg
16161,John Singleton,john singleton
10691,John Stockwell,john stockwell
10615,Louis C.K.,louis c.k.
47596,Adam Marcus,adam marcus
21488,Olivier Ducastel,olivier ducastel
21488,Jacques Martineau,jacques martineau
59733,Nick Doob,nick doob
59733,Chris Hegedus,chris hegedus
59733,D.A. Pennebaker,d.a. pennebaker
271462,Stavros Kazantzidis,stavros kazantzidis
11826,Jonathan Glazer,jonathan glazer
24470,Dwight Yoakam,dwight yoakam
9301,Tom Tykwer,tom tykwer
11444,Francis Veber,francis veber
15564,David Douglas,david douglas
60670,Mathieu Kassovitz,mathieu kassovitz
55551,Raoul Peck,raoul peck
40880,Julien Temple,julien temple
10992,Lawrence Guterman,lawrence guterman
2140,Chris Nahon,chris nahon
4248,Keenen Ivory Wayans,keenen ivory wayans
17612,Léa Pool,léa pool
3134,Virginie Despentes,virginie despentes
3134,Coralie,coralie
34899,Tran Anh Hung,tran anh hung
8217,Woody Allen,woody allen
22478,Woody Allen,woody allen
26483,William Asher,william asher
24382,Mario Monicelli,mario monicelli
11286,Hal Needham,hal needham
11950,Hal Needham,hal needham
12236,Jim Drake,jim drake
36245,Luis Buñuel,luis buñuel
43342,Felix E. Feist,felix e. feist
15875,John Ford,john ford
26573,Norman Taurog,norman taurog
23439,Roger Corman,roger corman
10728,F.W. Murnau,f.w. murnau
5991,F.W. Murnau,f.w. murnau
11697,John Ford,john ford
6106,Oliver Stone,oliver stone
22477,Woody Allen,woody allen
19200,Woody Allen,woody allen
11300,Jonathan Demme,jonathan demme
16211,Henry Hathaway,henry hathaway
28650,Lee Frost,lee frost
42780,Bert I. Gordon,bert i. gordon
32569,Roger Corman,roger corman
20075,Tommy Chong,tommy chong
28430,Val Guest,val guest
28794,Lucio Fulci,lucio fulci
20197,Thomas K. Avildsen,thomas k. avildsen
43316,Douglas Sirk,douglas sirk
34689,Joseph L. Mankiewicz,joseph l. mankiewicz
25690,Abel Ferrara,abel ferrara
10238,Ingmar Bergman,ingmar bergman
18929,Tony Richardson,tony richardson
4789,Vittorio De Sica,vittorio de sica
32595,Philippe Mora,philippe mora
18030,Robert Aldrich,robert aldrich
18988,Anthony Harvey,anthony harvey
11536,John Huston,john huston
10339,John Huston,john huston
39875,Mark Herrier,mark herrier
50031,Alexander Korda,alexander korda
976,Alexander Mackendrick,alexander mackendrick
69605,Douglas Sirk,douglas sirk
65632,Elio Petri,elio petri
29471,István Szabó,istván szabó
4780,Brian De Palma,brian de palma
11906,Dario Argento,dario argento
11713,Lo Wei,lo wei
9589,Uli Edel,uli edel
12481,Lo Wei,lo wei
13333,Robert Clouse,robert clouse
13938,Michael Schultz,michael schultz
10540,Peter Hyams,peter hyams
9462,Bruce Lee,bruce lee
82623,Brett Leonard,brett leonard
2114,Hironobu Sakaguchi,hironobu sakaguchi
2114,Motonori Sakakibara,motonori sakakibara
8835,Robert Luketic,robert luketic
11371,Frank Oz,frank oz
78248,Roger Gnoan M'Bala,roger gnoan m'bala
9517,Larry Clark,larry clark
25985,Joel Hopkins,joel hopkins
15745,Jon Favreau,jon favreau
24977,Don Kempf,don kempf
24977,James D. Stern,james d. stern
36107,Mark Osborne,mark osborne
113271,Ben Stassen,ben stassen
58904,Ben Stassen,ben stassen
13794,George Casey,george casey
13795,George Casey,george casey
103488,Ben Stassen,ben stassen
38965,Paul Flaherty,paul flaherty
47817,Ernest Thompson,ernest thompson
31052,Lawrence Kasdan,lawrence kasdan
10868,Jonathan Kaplan,jonathan kaplan
9395,Andrew Davis,andrew davis
14506,Terry Gilliam,terry gilliam
5333,Martin Donovan,martin donovan
4281,Michael Winner,michael winner
2,Aki Kaurismäki,aki kaurismäki
26044,Bud Yorkin,bud yorkin
59797,Andrew Fleming,andrew fleming
14911,Peter Markle,peter markle
15592,Garry Marshall,garry marshall
15267,Kevin Reynolds,kevin reynolds
12710,Jim Abrahams,jim abrahams
30502,Randal Kleiser,randal kleiser
19382,Mike Nichols,mike nichols
24679,Clint Eastwood,clint eastwood
9599,Chuck Russell,chuck russell
94440,Harold Becker,harold becker
17170,James Bridges,james bridges
18509,Allan Arkush,allan arkush
34604,Geneviève Robert,geneviève robert
14441,Glenn Gordon Caron,glenn gordon caron
7520,Roger Donaldson,roger donaldson
10126,Dennis Hopper,dennis hopper
9602,John Landis,john landis
23752,Michael Ritchie,michael ritchie
41952,Martin Campbell,martin campbell
3980,Stephen Herek,stephen herek
10127,Mick Garris,mick garris
12702,Kristine Peterson,kristine peterson
27397,Joan Micklin Silver,joan micklin silver
9748,Annabel Jankel,annabel jankel
9748,Rocky Morton,rocky morton
40095,Mark Goldblatt,mark goldblatt
10651,Buddy Van Horn,buddy van horn
10141,Frank Oz,frank oz
27362,Peter Greenaway,peter greenaway
5680,James Signorelli,james signorelli
26386,John R. Cherry III,john r. cherry iii
34053,Taylor Hackford,taylor hackford
25884,Daniel Goldberg,daniel goldberg
26355,John G. Avildsen,john g. avildsen
10675,Roman Polanski,roman polanski
38982,David Anspaugh,david anspaugh
10130,Michael Apted,michael apted
2617,Howard Deutch,howard deutch
38615,Chris Columbus,chris columbus
21362,Neil Jordan,neil jordan
30690,Michael Dinner,michael dinner
75889,Peter Yates,peter yates
38500,John Hough,john hough
26723,Andrew Solt,andrew solt
20443,Bud Smith ,bud smith 
49365,Frank LaLoggia,frank laloggia
11347,Ken Russell,ken russell
12144,Don Bluth,don bluth
13704,Greg Beeman,greg beeman
12505,Richard Benjamin,richard benjamin
41963,Bob Swaim,bob swaim
13482,Robert Redford,robert redford
34014,Paul Mazursky,paul mazursky
29739,Alan Metter,alan metter
12120,Richard Benjamin,richard benjamin
47818,William Richert,william richert
38617,Christopher Crowe,christopher crowe
3543,Percy Adlon,percy adlon
51321,Marisa Silver,marisa silver
9604,Walter Hill,walter hill
24929,Ken Wiederhorn,ken wiederhorn
10925,Dan O'Bannon,dan o'bannon
13965,Geoff Burrowes,geoff burrowes
24266,George T. Miller,george t. miller
58434,Daniel Petrie,daniel petrie
18197,Sidney Lumet,sidney lumet
70842,Ken Russell,ken russell
38909,Boaz Davidson,boaz davidson
17126,Joan Freeman,joan freeman
11503,Wes Craven,wes craven
38558,James Glickenhaus,james glickenhaus
9717,Roger Spottiswoode,roger spottiswoode
11966,Kenneth Johnson,kenneth johnson
2605,John Badham,john badham
8740,George Sluizer,george sluizer
25497,Mike Figgis,mike figgis
38560,Blake Edwards,blake edwards
50203,Robert Greenwald,robert greenwald
26798,Ted Kotcheff,ted kotcheff
91445,Rip Torn,rip torn
41428,Shinya Tsukamoto,shinya tsukamoto
8337,John Carpenter,john carpenter
47493,Agnieszka Holland,agnieszka holland
8463,Paul Bogart,paul bogart
41974,Nicolas Roeg,nicolas roeg
28176,Francis Ford Coppola,francis ford coppola
9493,Ivan Reitman,ivan reitman
26603,Brian Gilbert,brian gilbert
33172,Jon Hess,jon hess
29095,Anthony Hickox,anthony hickox
12582,Thom Eberhardt,thom eberhardt
10001,Yahoo Serious,yahoo serious
11352,Steven Spielberg,steven spielberg
12500,Sam Firstenberg,sam firstenberg
25678,Sam Firstenberg,sam firstenberg
25682,Cedric Sundstrom,cedric sundstrom
32049,Robert Radler,robert radler
45225,Christopher Guest,christopher guest
1648,Stephen Herek,stephen herek
4105,Ridley Scott,ridley scott
22711,Ron Shelton,ron shelton
19124,Phillip Noyce,phillip noyce
69828,Bill Forsyth,bill forsyth
53150,David Irving,david irving
10142,Brian De Palma,brian de palma
3064,Emile Ardolino,emile ardolino
86093,Susan Seidelman,susan seidelman
10134,Albert Pyun,albert pyun
21291,Gary David Goldberg,gary david goldberg
4925,John Frankenheimer,john frankenheimer
30352,Jim Kouf,jim kouf
15142,Marc Rocco,marc rocco
14550,Howard Zieff,howard zieff
32075,Euzhan Palcy,euzhan palcy
2210,Julien Temple,julien temple
25005,Jean-Claude Lord,jean-claude lord
21721,Martin Davidson,martin davidson
116014,Paul Mazursky,paul mazursky
11828,Terry Jones,terry jones
55699,Dave Thomas,dave thomas
10551,Sidney Lumet,sidney lumet
20713,John Milius,john milius
27461,Roland Joffé,roland joffé
41969,Gordon Hessler,gordon hessler
1380,Graeme Clifford,graeme clifford
19157,Valerie Breiman,valerie breiman
11465,Jim McBride,jim mcbride
17190,Thom Eberhardt,thom eberhardt
55059,Mel Damski,mel damski
9085,Eddie Murphy,eddie murphy
17819,Bruce Beresford,bruce beresford
46786,Andrei Konchalovsky,andrei konchalovsky
14776,Bruce Robinson,bruce robinson
59585,Jonathan Kaplan,jonathan kaplan
32855,Norman Jewison,norman jewison
29185,Peter Yates,peter yates
39787,David Hugh Jones,david hugh jones
32059,Pat O'Connor,pat o'connor
505,Walter Hill,walter hill
4486,Denys Arcand,denys arcand
10345,Rod Daniel,rod daniel
10222,Jean-Claude Van Damme,jean-claude van damme
10222,David Worth,david worth
10222,Mark DiSalle,mark disalle
12774,Uli Edel,uli edel
14621,John G. Avildsen,john g. avildsen
19118,Joe Pytka,joe pytka
14372,George P. Cosmatos,george p. cosmatos
15138,Richard Greenberg,richard greenberg
9972,John Flynn,john flynn
9494,Amy Heckerling,amy heckerling
17362,Joan Micklin Silver,joan micklin silver
9942,David S. Ward,david s. ward
8216,Peter Jackson,peter jackson
4296,Michael Anderson,michael anderson
24739,Steve De Jarnatt,steve de jarnatt
39197,Thomas Schlamme,thomas schlamme
9686,Woody Allen,woody allen
9686,Francis Ford Coppola,francis ford coppola
9686,Martin Scorsese,martin scorsese
27418,John Irvin,john irvin
39002,Thomas J. Wright,thomas j. wright
43345,Luis Puenzo,luis puenzo
31606,Andrew Davis,andrew davis
27607,Bob Balaban,bob balaban
37146,Arthur Penn,arthur penn
20006,Buddy Van Horn,buddy van horn
8867,Mark Goldblatt,mark goldblatt
12663,Joseph Zito,joseph zito
331,Joe Johnston,joe johnston
11467,Joe Roth,joe roth
327,Takeshi Kitano,takeshi kitano
1548,Terry Zwigoff,terry zwigoff
13403,John Cameron Mitchell,john cameron mitchell
869,Tim Burton,tim burton
552,Silvio Soldini,silvio soldini
36095,Kiyoshi Kurosawa,kiyoshi kurosawa
33379,Joel Hershman,joel hershman
196859,Michael Polish,michael polish
47574,Samantha Lang,samantha lang
2171,David Wain,david wain
87462,William Lustig,william lustig
20307,Jack Sholder,jack sholder
19142,Jim Wynorski,jim wynorski
41946,Richard Lester,richard lester
10135,Rowdy Herrington,rowdy herrington
32767,John Duigan,john duigan
56162,Percy Adlon,percy adlon
24254,Aaron Russo,aaron russo
24254,David Greenwalt,david greenwalt
19236,Alejandro Jodorowsky,alejandro jodorowsky
32261,Michael Caton-Jones,michael caton-jones
60276,Paul Bartel,paul bartel
12150,Harold Becker,harold becker
11185,Arthur Hiller,arthur hiller
47045,Stan Dragoti,stan dragoti
18683,Lewis Gilbert,lewis gilbert
12521,Wes Craven,wes craven
12478,Blake Edwards,blake edwards
49788,James Ivory,james ivory
31083,Michael Hoffman,michael hoffman
30666,Jeff Burr,jeff burr
25155,Joseph Ruben,joseph ruben
65015,Jane Campion,jane campion
24077,Mel Smith,mel smith
9618,Andrei Konchalovsky,andrei konchalovsky
9618,Albert Magnoli,albert magnoli
16560,Nick Castle,nick castle
31608,Francis Veber,francis veber
22102,Jeff Kanew,jeff kanew
6951,Roger Spottiswoode,roger spottiswoode
11959,Jay Levey,jay levey
2616,John Hughes,john hughes
7091,Robert Bierman,robert bierman
249,Danny DeVito,danny devito
11342,Steve Miner,steve miner
183,Todd Holland,todd holland
32330,Will Mackenzie,will mackenzie
24126,Anthony Hickox,anthony hickox
8494,Robert Klane,robert klane
26535,John Schlesinger,john schlesinger
41784,Bruce Beresford,bruce beresford
27431,Dario Argento,dario argento
2148,Francis Ford Coppola,francis ford coppola
42033,Paul Donovan,paul donovan
42033,Digby Cook,digby cook
11308,Tony Richardson,tony richardson
23239,David Caesar,david caesar
53119,Jeroen Krabbé,jeroen krabbé
31941,Karel Reisz,karel reisz
19317,Peter Medak,peter medak
27813,Frank Henenlotter,frank henenlotter
57745,Peter Mullan,peter mullan
2057,Michael Cristofer,michael cristofer
9880,Garry Marshall,garry marshall
5175,Brett Ratner,brett ratner
21596,Pierre-Paul Renders,pierre-paul renders
41951,Claire Denis,claire denis
11385,Howard Hawks,howard hawks
4484,Édouard Molinaro,édouard molinaro
11684,Édouard Molinaro,édouard molinaro
44414,Mike Figgis,mike figgis
44258,Peter Brook,peter brook
20391,Joshua Logan,joshua logan
12584,Don Siegel,don siegel
70042,Steven M. Martin,steven m. martin
1627,François Truffaut,françois truffaut
11542,Ken Russell,ken russell
17169,Buddy Van Horn,buddy van horn
39176,Mike Newell,mike newell
33214,Nicolas Roeg,nicolas roeg
19267,Robert Clouse,robert clouse
2770,J.B. Rogers,j.b. rogers
12610,Bobby Farrelly,bobby farrelly
12610,Peter Farrelly,peter farrelly
1933,Alejandro Amenábar,alejandro amenábar
13496,Les Mayfield,les mayfield
21055,Julie Davis,julie davis
24936,Scott McGehee,scott mcgehee
24936,David Siegel,david siegel
80070,John Carney,john carney
10972,Brad Anderson,brad anderson
207541,Alan Miiller,alan miiller
1722,John Madden,john madden
9896,Jerry Zucker,jerry zucker
26665,Hans Petter Moland,hans petter moland
125707,Paul Cox,paul cox
9683,Blair Hayes,blair hayes
2779,Woody Allen,woody allen
2294,Kevin Smith,kevin smith
10016,John Carpenter,john carpenter
26602,Mike Tollin,mike tollin
37920,Éva Gárdos,éva gárdos
22230,Brad Anderson,brad anderson
206412,Griffin Dunne,griffin dunne
13966,Ben Elton,ben elton
742,Lukas Moodysson,lukas moodysson
248757,Patrik-Ian Polk,patrik-ian polk
15104,María Ripoll,maría ripoll
8922,Victor Salva,victor salva
11065,Tim Blake Nelson,tim blake nelson
21118,Jordan Brady,jordan brady
46727,Nickolas Perry,nickolas perry
16314,Jon Turteltaub,jon turteltaub
18885,Charles T. Kanganis,charles t. kanganis
40508,Shin Sang-ok,shin sang-ok
5922,Buzz Kulik,buzz kulik
27346,William Lustig,william lustig
34223,Richard Wenk,richard wenk
16307,Robin Hardy,robin hardy
27681,Blair Treu,blair treu
11370,Peter Hyams,peter hyams
12508,Stephen Herek,stephen herek
14033,Stephen Carpenter,stephen carpenter
25462,Mark Brown,mark brown
34714,Dan Cohen,dan cohen
47161,Hassan Yektapanah,hassan yektapanah
106230,Yongyoot Thongkongtoon,yongyoot thongkongtoon
35176,Dana Lustig,dana lustig
18734,Michael Cuesta,michael cuesta
44321,Barbet Schroeder,barbet schroeder
26661,Charles Lamont,charles lamont
5998,Fritz Lang,fritz lang
58062,Mark Jonathan Harris,mark jonathan harris
2176,Daniel Sackheim,daniel sackheim
20857,Brian Robbins,brian robbins
22617,Bob Giraldi,bob giraldi
75386,Jacob Kornbluth,jacob kornbluth
75386,Josh Kornbluth,josh kornbluth
2185,Barry Sonnenfeld,barry sonnenfeld
10696,Vondie Curtis-Hall,vondie curtis-hall
2034,Antoine Fuqua,antoine fuqua
21538,Cory McAbee,cory mcabee
51722,Edet Belzberg,edet belzberg
101860,Kenneth A. Carlson,kenneth a. carlson
48834,Stephen Frears,stephen frears
30379,Brian Trenchard-Smith,brian trenchard-smith
30379,Paul J. Lombardi,paul j. lombardi
31016,Edward Burns,edward burns
32567,George Butler,george butler
12537,Karel Reisz,karel reisz
9028,Sergio Corbucci,sergio corbucci
16180,John Hough,john hough
11521,Jodie Foster,jodie foster
21028,Vladimir Menshov,vladimir menshov
27327,Brian De Palma,brian de palma
35200,Irvin Kershner,irvin kershner
21242,Edwin Sherin,edwin sherin
29756,William Castle,william castle
82523,Dusan Makavejev,dusan makavejev
20115,Dario Argento,dario argento
30295,Ralph Nelson,ralph nelson
25767,Stanley Donen,stanley donen
33725,Frank Capra,frank capra
22874,Stanley Donen,stanley donen
11576,Stanley Kramer,stanley kramer
43860,Robert Stevenson,robert stevenson
43802,William Wyler,william wyler
9660,Blake Edwards,blake edwards
15393,Clint Eastwood,clint eastwood
248,Frank Capra,frank capra
40885,Joshua Logan,joshua logan
25905,Ján Kadár,ján kadár
25905,Elmar Klos,elmar klos
21148,Sean S. Cunningham,sean s. cunningham
1644,George Sluizer,george sluizer
12502,Mike Nichols,mike nichols
66092,Anthony Page,anthony page
10373,Franc Roddam,franc roddam
13766,Harry Winer,harry winer
16380,Rudolph Maté,rudolph maté
12103,Gary Fleder,gary fleder
11313,Scott Hicks,scott hicks
9398,Ben Stiller,ben stiller
35066,David Kane,david kane
45864,Eric Hannah,eric hannah
55372,Jacques Rivette,jacques rivette
292947,Dov Kelemer,dov kelemer
10866,John Dahl,john dahl
34549,Tim Hill,tim hill
9778,Peter Chelsom,peter chelsom
34453,Gillian Grisman,gillian grisman
58429,Lucrecia Martel,lucrecia martel
16121,Samuel Fuller,samuel fuller
40220,Ulli Lommel,ulli lommel
166,Claude Pinoteau,claude pinoteau
42787,Walter Grauman,walter grauman
1623,Stuart Rosenberg,stuart rosenberg
40932,Nancy Walker,nancy walker
32027,Robert Kaylor,robert kaylor
13550,Peter Medak,peter medak
13612,Tommy Chong,tommy chong
16769,Michael Apted,michael apted
42158,Joel Oliansky,joel oliansky
27958,William Friedkin,william friedkin
86463,Lech Kowalski,lech kowalski
31703,Alvin Rakoff,alvin rakoff
1716,François Truffaut,françois truffaut
27059,Michael Ritchie,michael ritchie
20681,John Irvin,john irvin
57743,Eric Schwab,eric schwab
3172,Barry Levinson,barry levinson
17708,Rob Pritts,rob pritts
12780,Yuen Woo-ping,yuen woo-ping
570,Catherine Breillat,catherine breillat
1018,David Lynch,david lynch
25641,Christine Lahti,christine lahti
16767,Hirotsugu Kawasaki,hirotsugu kawasaki
102933,Allison Anders,allison anders
11380,Ernest R. Dickerson,ernest r. dickerson
27396,Douglas Hickox,douglas hickox
26299,Athur H. Nadel,athur h. nadel
984,Don Siegel,don siegel
15559,Ben Burtt,ben burtt
15559,Phyllis Ferguson,phyllis ferguson
15559,James Neihouse,james neihouse
15559,Gail Singer,gail singer
14811,Norman Jewison,norman jewison
21741,Graeme Ferguson,graeme ferguson
77670,David Stevens,david stevens
55727,Dorian Walker,dorian walker
15560,Ivan Galin,ivan galin
9585,Brian Gilbert,brian gilbert
14267,John Waters,john waters
45929,Stephen Low,stephen low
768,Albert Hughes,albert hughes
768,Allen Hughes,allen hughes
2100,Rod Lurie,rod lurie
11091,Penny Marshall,penny marshall
3173,Oxide Pang Chun,oxide pang chun
3173,Danny Pang,danny pang
27092,Marcelo Piñeyro,marcelo piñeyro
23941,Michael Radford,michael radford
18192,Neal Slavin,neal slavin
11845,Patrice Chéreau,patrice chéreau
9081,Richard Linklater,richard linklater
167,Iain Softley,iain softley
34043,Eric Bross,eric bross
