id,title,release_date,revenue,budget,return
33644,How Stella Got Her Groove Back,1998-08-14,37672350.0,20000000.0,1.8836175
805,Rosemary's Baby,1968-06-12,33395426.0,3200000.0,10.436070625
34584,The NeverEnding Story,1984-04-05,20158808.0,27000000.0,0.7466225185185185
34636,The Neverending Story II: The Next Chapter,1990-10-24,16283667.0,32000000.0,0.50886459375
77469,Your Friends & Neighbors,1998-02-04,4710749.0,5000000.0,0.9421498
36647,Blade,1998-08-21,131183530.0,45000000.0,2.9151895555555556
4011,Beetlejuice,1988-02-29,73326666.0,15000000.0,4.8884444
1580,Rope,1948-08-23,2200000.0,1500000.0,1.4666666666666666
5854,Family Plot,1976-04-09,7900000.0,2000000.0,3.95
573,Frenzy,1972-05-25,12600000.0,3500000.0,3.6
2370,Topaz,1969-12-18,6000000.0,4000000.0,1.5
5780,Torn Curtain,1966-07-13,13000000.0,3000000.0,4.333333333333333
506,Marnie,1964-07-09,7000000.0,2135161.0,3.278441297869341
22527,The Wrong Man,1956-12-22,2000000.0,1200000.0,1.6666666666666667
574,The Man Who Knew Too Much,1956-06-01,10250000.0,2500000.0,4.1
11219,The Trouble with Harry,1955-10-03,7000000.0,1200000.0,5.833333333333333
845,Strangers on a Train,1951-06-18,7000000.0,1200000.0,5.833333333333333
3682,54,1998-08-28,16757163.0,13000000.0,1.2890125384615385
51942,I Married a Strange Person!,1998-08-28,203.0,250.0,0.812
847,Willow,1988-05-01,57269863.0,35000000.0,1.6362818
117,The Untouchables,1987-06-02,76270454.0,25000000.0,3.05081816
11462,Suspicion,1941-11-14,4500000.0,1103000.0,4.0797824116047146
10220,Rounders,1998-09-11,22921898.0,12000000.0,1.9101581666666667
431,Cube,1997-09-09,501818.0,250000.0,2.007272
22796,Simon Birch,1998-09-11,18253415.0,20000000.0,0.91267075
22256,Without Limits,1998-09-11,777423.0,25000000.0,0.03109692
12626,Broadcast News,1987-12-16,51249404.0,20000000.0,2.5624702
3525,Working Girl,1988-12-20,103173635.0,28000000.0,3.6847726785714285
2321,Married to the Mob,1988-08-19,21486757.0,10000000.0,2.1486757
48311,Parasite,1982-03-12,7000000.0,800000.0,8.75
11933,Nothing but Trouble,1991-02-14,8479793.0,40000000.0,0.211994825
881,A Few Good Men,1992-12-11,243240178.0,40000000.0,6.08100445
4478,Indecent Proposal,1993-04-07,266614059.0,38000000.0,7.0161594473684215
2109,Rush Hour,1998-09-18,244386864.0,33000000.0,7.405662545454545
24746,Six-String Samurai,1998-09-18,124494.0,2000000.0,0.062247
8195,Ronin,1998-09-25,41610884.0,55000000.0,0.7565615272727273
9877,Urban Legend,1998-09-25,72527595.0,14000000.0,5.1805425
24016,The Sheltering Sky,1990-10-24,2075084.0,25000000.0,0.08300336
1091,The Thing,1982-06-25,19629760.0,15000000.0,1.3086506666666666
10403,The Player,1992-04-03,21706101.0,8000000.0,2.713262625
11337,Stardust Memories,1980-09-26,10389003.0,10000000.0,1.0389003
162,Edward Scissorhands,1990-12-05,53000000.0,20000000.0,2.65
8916,Antz,1998-10-02,171757863.0,60000000.0,2.86263105
9429,A Night at the Roxbury,1998-10-01,30331165.0,17000000.0,1.7841861764705882
12159,What Dreams May Come,1998-10-02,71485043.0,85000000.0,0.841000505882353
27791,Strangeland,1998-10-02,631221.0,1100000.0,0.5738372727272727
10156,History of the World: Part I,1981-06-12,31672907.0,11000000.0,2.8793551818181817
10377,My Cousin Vinny,1992-03-13,64088552.0,11000000.0,5.826232
4437,2010,1984-12-06,40400657.0,28000000.0,1.442880607142857
1955,The Elephant Man,1980-10-02,26010864.0,5000000.0,5.2021728
11932,Bride of Chucky,1998-10-16,50671850.0,25000000.0,2.026874
6435,Practical Magic,1998-10-16,46683377.0,75000000.0,0.6224450266666667
10683,Happiness,1998-10-16,2807390.0,3000000.0,0.9357966666666667
9425,Soldier,1998-10-23,14567883.0,75000000.0,0.19423844
637,Life Is Beautiful,1997-12-20,229400000.0,20000000.0,11.47
20701,Tales from the Darkside: The Movie,1990-05-03,16324573.0,3500000.0,4.664163714285714
73,American History X,1998-10-30,23875127.0,20000000.0,1.19375635
46889,Living Out Loud,1998-10-30,12902790.0,12000000.0,1.0752325
3033,Gods and Monsters,1998-01-21,6451628.0,10000000.0,0.6451628
9882,The Siege,1998-11-06,116672912.0,70000000.0,1.6667558857142857
10663,The Waterboy,1998-11-06,185991646.0,23000000.0,8.086593304347826
4518,Elizabeth,1998-09-13,82150642.0,30000000.0,2.7383547333333333
3600,I Still Know What You Did Last Summer,1998-11-13,40002112.0,65000000.0,0.6154171076923077
297,Meet Joe Black,1998-11-12,142940100.0,90000000.0,1.5882233333333333
11893,Runaway Train,1985-11-15,7936012.0,9000000.0,0.8817791111111111
14924,Sid & Nancy,1986-11-07,2826523.0,4000000.0,0.70663075
9798,Enemy of the State,1998-11-20,250649836.0,90000000.0,2.7849981777777777
14444,The Rugrats Movie,1998-11-20,100491683.0,30000000.0,3.3497227666666665
9487,A Bug's Life,1998-11-25,363258859.0,120000000.0,3.0271571583333334
666,Central Station,1998-01-16,5596708.0,2900000.0,1.9298993103448276
692,Pink Flamingos,1972-03-12,6000000.0,12000.0,500.0
39256,Godzilla 1985,1984-12-15,4100000.0,2000000.0,2.05
244,King Kong,1933-04-07,10000000.0,672000.0,14.880952380952381
10730,King Kong,1976-09-08,90614445.0,23000000.0,3.9397584782608694
31947,King Kong Lives,1986-11-21,4711220.0,10000000.0,0.471122
8130,Desperately Seeking Susan,1985-03-29,27400000.0,5000000.0,5.48
9749,Fletch,1985-05-31,59612888.0,8000000.0,7.451611
14628,Fletch Lives,1989-03-17,35150960.0,8045760.0,4.3688800063636
9626,Red Sonja,1985-04-09,6948633.0,17900000.0,0.3881917877094972
10466,The Money Pit,1986-03-15,54999651.0,10000000.0,5.4999651
707,A View to a Kill,1985-05-24,152427960.0,30000000.0,5.080932
9336,Police Academy,1984-03-22,146198896.0,4500000.0,32.488643555555555
9447,Babe: Pig in the City,1998-11-25,69131860.0,90000000.0,0.7681317777777777
12257,Home Fries,1998-11-25,10443316.0,15000000.0,0.6962210666666667
37536,Ringmaster,1998-11-25,9247881.0,3500000.0,2.6422517142857145
10029,Very Bad Things,1998-09-11,9898412.0,30000000.0,0.3299470666666667
11252,Psycho,1998-12-04,37141130.0,60000000.0,0.6190188333333333
200,Star Trek: Insurrection,1998-12-10,118000000.0,70000000.0,1.6857142857142857
9837,The Prince of Egypt,1998-12-15,218613188.0,70000000.0,3.1230455428571426
11545,Rushmore,1998-09-17,17096053.0,9000000.0,1.8995614444444444
1934,Shakespeare in Love,1998-12-11,289317794.0,25000000.0,11.57271176
13764,Santa Claus: The Movie,1985-10-29,23717291.0,50000000.0,0.47434582
1369,Rambo: First Blood Part II,1985-05-21,300400432.0,44000000.0,6.827282545454546
1368,First Blood,1982-10-22,125212904.0,15000000.0,8.347526933333333
1370,Rambo III,1988-05-24,189015611.0,63000000.0,3.000247793650794
10303,The Jewel of the Nile,1985-12-04,96773200.0,25000000.0,3.870928
9326,Romancing the Stone,1984-03-30,86572238.0,10000000.0,8.6572238
11285,Cocoon: The Return,1988-09-13,25024919.0,17500000.0,1.4299953714285714
1367,Rocky II,1979-06-15,200182160.0,7000000.0,28.59745142857143
1371,Rocky III,1982-05-28,270000000.0,17000000.0,15.882352941176471
1374,Rocky IV,1985-11-21,300473716.0,31000000.0,9.692700516129031
1375,Rocky V,1990-10-18,119946358.0,42000000.0,2.855865666666667
15196,Clue,1985-12-13,14643997.0,15000000.0,0.9762664666666667
1885,The Karate Kid,1984-06-22,90815558.0,8000000.0,11.35194475
8856,"The Karate Kid, Part II",1986-06-18,115103979.0,113.0,1018619.2831858407
5825,National Lampoon's Christmas Vacation,1989-12-01,71320000.0,27000000.0,2.6414814814814815
9489,You've Got Mail,1998-12-17,250821495.0,65000000.0,3.8587922307692306
8741,The Thin Red Line,1998-12-25,98126565.0,52000000.0,1.887049326923077
9276,The Faculty,1998-12-25,40283321.0,15000000.0,2.6855547333333334
10312,Patch Adams,1998-12-25,202292902.0,50000000.0,4.04585804
9422,A Civil Action,1998-03-05,56702901.0,70000000.0,0.8100414428571429
10368,Tea with Mussolini,1999-03-25,21001563.0,12000000.0,1.75013025
31662,Affliction,1997-08-28,6330054.0,6000000.0,1.055009
825,Playing by Heart,1998-12-30,3970078.0,20000000.0,0.1985039
9423,Virus,1999-01-14,14010690.0,75000000.0,0.1868092
10658,Howard the Duck,1986-08-01,37962774.0,37000000.0,1.026020918918919
11815,The Fly,1958-07-16,3000000.0,700000.0,4.285714285714286
9426,The Fly,1986-08-15,60629159.0,15000000.0,4.041943933333333
2620,Armed and Dangerous,1986-08-15,15945534.0,12000000.0,1.3287945
30497,The Texas Chain Saw Massacre,1974-10-01,30859000.0,85000.0,363.0470588235294
16337,The Texas Chainsaw Massacre 2,1986-08-22,8025872.0,4700000.0,1.707632340425532
16780,Texas Chainsaw Massacre: The Next Generation,1994-01-01,185898.0,600000.0,0.30983
192,The Name of the Rose,1986-09-24,77200000.0,20000000.0,3.86
10013,Peggy Sue Got Married,1986-10-05,41382841.0,18000000.0,2.299046722222222
9671,Crocodile Dundee,1986-09-26,328203506.0,5000000.0,65.6407012
11873,The Color of Money,1986-10-07,52293982.0,13800000.0,3.7894189855072464
10015,Heartbreak Ridge,1986-12-15,42724017.0,15000000.0,2.8482678
10314,She's All That,1999-01-29,103166989.0,10000000.0,10.3166989
47139,"Blood, Guts, Bullets and Octane",1998-10-16,13674.0,7300.0,1.873150684931507
11167,Peeping Tom,1960-04-06,83957.0,150000.0,0.5597133333333333
2112,Payback,1999-02-05,161626121.0,90000000.0,1.7958457888888888
16172,Simply Irresistible,1999-02-05,4398989.0,6000000.0,0.7331648333333334
11622,Blast from the Past,1999-02-12,40263020.0,35000000.0,1.150372
10207,Message in a Bottle,1999-02-22,118880016.0,80000000.0,1.4860002
9849,My Favorite Martian,1999-02-11,36850101.0,65000000.0,0.5669246307692307
18892,Jawbreaker,1999-01-30,3076820.0,3000000.0,1.0256066666666668
1542,Office Space,1999-02-19,12827813.0,10000000.0,1.2827813
15256,200 Cigarettes,1999-02-26,6852450.0,6000000.0,1.142075
8224,8MM,1999-02-26,96618699.0,40000000.0,2.415467475
8913,Pet Sematary,1989-04-21,57469467.0,11500000.0,4.997344956521739
10906,Pet Sematary II,1992-08-28,17092453.0,8000000.0,2.136556625
25748,Children of the Corn II: The Final Sacrifice,1993-01-29,6980986.0,900000.0,7.756651111111111
10671,Airport,1970-03-05,100489151.0,10000000.0,10.0489151
27932,Airport 1975,1974-10-18,47000000.0,3000000.0,15.666666666666666
7227,Airport '77,1977-03-11,30000000.0,6000000.0,5.0
5919,The Towering Inferno,1974-12-14,116000000.0,14000000.0,8.285714285714286
10803,Logan's Run,1976-06-23,25000000.0,9000000.0,2.7777777777777777
871,Planet of the Apes,1968-02-07,33395426.0,5800000.0,5.757832068965517
1685,Beneath the Planet of the Apes,1970-05-01,18999718.0,3000000.0,6.333239333333333
1705,Battle for the Planet of the Apes,1973-06-15,8844595.0,1700000.0,5.2027029411764705
1688,Conquest of the Planet of the Apes,1972-06-29,9700000.0,1700000.0,5.705882352941177
1687,Escape from the Planet of the Apes,1971-05-20,12348905.0,2500000.0,4.939562
11123,Earthquake,1974-11-15,79666653.0,7000000.0,11.38095042857143
29723,The Concorde... Airport '79,1979-08-17,13015688.0,14000000.0,0.929692
9535,Analyze This,1999-03-05,176885658.0,80000000.0,2.211070725
9455,The Corruptor,1999-03-12,15156200.0,25000000.0,0.606248
796,Cruel Intentions,1999-03-05,75902208.0,10500000.0,7.228781714285715
100,"Lock, Stock and Two Smoking Barrels",1998-03-05,3897569.0,1350000.0,2.8870881481481483
30943,The Deep End of the Ocean,1999-03-12,28121100.0,38000000.0,0.7400289473684211
7341,The Rage: Carrie 2,1999-03-11,17762705.0,21000000.0,0.8458430952380952
9540,Dead Ringers,1988-09-23,8038508.0,13000000.0,0.6183467692307693
22345,Baby Geniuses,1999-03-12,36450736.0,12000000.0,3.037561333333333
1641,Forces of Nature,1999-03-12,93888180.0,75000000.0,1.2518424
47288,The King and I,1999-03-19,12000000.0,25000000.0,0.48
16520,The King and I,1956-06-29,21300000.0,4550000.0,4.681318681318682
16379,The Mod Squad,1999-03-26,13260050.0,50000000.0,0.265201
603,The Matrix,1999-03-30,463517383.0,63000000.0,7.357418777777778
4951,10 Things I Hate About You,1999-03-30,53478166.0,16000000.0,3.342385375
8970,The Out-of-Towners,1999-04-02,29000000.0,75000000.0,0.38666666666666666
11660,Following,1998-09-12,48482.0,6000.0,8.080333333333334
9430,Go,1999-04-09,28451622.0,6500000.0,4.377172615384615
11355,Never Been Kissed,1999-04-09,84565230.0,25000000.0,3.3826092
18764,Twin Dragons,1992-01-15,8359717.0,10000000.0,0.8359717
9465,Cookie's Fortune,1999-01-22,10920544.0,10000000.0,1.0920544
6522,Life,1999-04-16,73345029.0,80000000.0,0.9168128625
1902,Open Your Eyes,1997-12-19,368234.0,2900000.0,0.12697724137931035
39964,Lost & Found,1999-04-23,100.0,1.0,100.0
1946,eXistenZ,1999-04-14,2856712.0,15000000.0,0.19044746666666668
1844,Entrapment,1999-04-29,212404396.0,66000000.0,3.2182484242424243
6552,Idle Hands,1999-04-30,4152230.0,25000000.0,0.1660892
3309,Mildred Pierce,1945-09-24,5638000.0,1453000.0,3.8802477632484513
18462,Night of the Comet,1984-11-16,14418922.0,3000000.0,4.806307333333334
8592,Dick Tracy,1990-06-15,103738726.0,47000000.0,2.2072069361702127
564,The Mummy,1999-04-16,415885488.0,80000000.0,5.1985686
13852,The Castle,1997-04-10,861789.0,786675.0,1.095482886833826
4927,Edge of Seventeen,1998-05-14,870751.0,1500000.0,0.5805006666666667
1893,Star Wars: Episode I - The Phantom Menace,1999-05-19,924317558.0,115000000.0,8.037543982608696
1924,Superman,1978-12-13,300218018.0,55000000.0,5.458509418181818
8536,Superman II,1980-12-04,190458706.0,54000000.0,3.527013074074074
9531,Superman III,1983-06-17,75850624.0,39000000.0,1.9448877948717949
11411,Superman IV: The Quest for Peace,1987-07-23,19300000.0,17000000.0,1.1352941176470588
138,Dracula,1931-02-12,1012189.0,355000.0,2.8512366197183097
3035,Frankenstein,1931-11-21,12000000.0,291000.0,41.23711340206186
36685,The Rocky Horror Picture Show,1975-08-14,112892319.0,1200000.0,94.0769325
30168,It Came from Hollywood,1982-12-10,2091037.0,5000000.0,0.4182074
8974,The War of the Worlds,1953-08-13,2000000.0,2000000.0,1.0
509,Notting Hill,1999-05-13,363889678.0,42000000.0,8.664039952380952
1090,The Thirteenth Floor,1999-04-16,18564088.0,16000000.0,1.1602555
62676,Limbo,1999-06-04,1997807.0,8000000.0,0.249725875
817,Austin Powers: The Spy Who Shagged Me,1999-06-08,310940086.0,33000000.0,9.422426848484848
14283,The Red Violin,1998-09-10,9495408.0,18000000.0,0.5275226666666667
37135,Tarzan,1999-06-18,448000000.0,150000000.0,2.986666666666667
2275,The General's Daughter,1999-06-18,149705852.0,60000000.0,2.4950975333333334
24137,An Ideal Husband,1999-04-15,18535191.0,14000000.0,1.3239422142857142
104,Run Lola Run,1998-08-20,7267585.0,1530000.0,4.750055555555556
9032,Big Daddy,1999-06-25,234801895.0,34200000.0,6.865552485380117
9421,The Dinner Game,1998-04-15,78599508.0,12500000.0,6.28796064
6488,Arachnophobia,1990-08-09,53208180.0,31000000.0,1.7163929032258065
8487,Wild Wild West,1999-06-29,222104681.0,170000000.0,1.3064981235294117
2105,American Pie,1999-07-09,235483004.0,11000000.0,21.40754581818182
10208,Muppets from Space,1999-07-14,16290976.0,24000000.0,0.6787906666666667
2667,The Blair Witch Project,1999-07-14,248000000.0,60000.0,4133.333333333333
345,Eyes Wide Shut,1999-07-14,162091208.0,65000000.0,2.4937108923076923
9825,Lake Placid,1999-07-15,56870414.0,27000000.0,2.1063116296296296
16158,The Wood,1999-07-16,25059640.0,6000000.0,4.176606666666666
620,Ghostbusters,1984-06-07,295212467.0,30000000.0,9.840415566666668
2978,Ghostbusters II,1989-06-15,215394738.0,37000000.0,5.821479405405405
10490,Drop Dead Gorgeous,1999-07-23,10571408.0,10000000.0,1.0571408
11618,The Haunting,1999-07-23,91188905.0,80000000.0,1.1398613125
1812,Trick,1999-07-23,2049595.0,450000.0,4.554655555555556
8914,Deep Blue Sea,1999-07-28,73648228.0,60000000.0,1.2274704666666667
9824,Mystery Men,1999-08-06,29762011.0,68000000.0,0.4376766323529412
4806,Runaway Bride,1999-07-30,309457509.0,70000000.0,4.420821557142857
967,Spartacus,1960-10-06,60000000.0,12000000.0,5.0
802,Lolita,1962-06-13,9250000.0,2000000.0,4.625
3175,Barry Lyndon,1975-12-18,20000000.0,11000000.0,1.8181818181818181
21185,Vibes,1988-08-05,1883811.0,1884000.0,0.9998996815286624
10136,The Golden Child,1986-12-12,79817939.0,25000000.0,3.19271756
873,The Color Purple,1985-12-18,146292009.0,15000000.0,9.7528006
108312,Native Son,1986-12-24,1301121.0,2000000.0,0.6505605
11416,The Mission,1986-09-29,17218023.0,24500000.0,0.7027764489795918
10776,Little Shop of Horrors,1986-12-19,38748395.0,25000000.0,1.5499358
16406,Dick,1999-08-04,27500000.0,13000000.0,2.1153846153846154
10386,The Iron Giant,1999-08-06,23159305.0,70000000.0,0.3308472142857143
745,The Sixth Sense,1999-08-06,672806292.0,40000000.0,16.8201573
913,The Thomas Crown Affair,1999-08-06,124305181.0,48000000.0,2.5896912708333333
17707,Brokedown Palace,1999-08-13,13000000.0,25000000.0,0.52
9781,Detroit Rock City,1999-08-13,4217115.0,6500000.0,0.6487869230769231
48781,Never Talk to Strangers,1995-10-20,6.0,6400000.0,9.375e-07
29056,The Raven,1963-01-25,1499275.0,350000.0,4.2836428571428575
28501,The Pit and the Pendulum,1961-08-12,2000000.0,200000.0,10.0
10766,Damien: Omen II,1978-06-09,26518355.0,6800000.0,3.899758088235294
813,Airplane!,1980-07-02,83453539.0,3500000.0,23.843868285714287
9406,An American Werewolf in Paris,1997-12-25,26570463.0,22000000.0,1.2077483181818183
11153,National Lampoon's Vacation,1983-07-28,61399552.0,15000000.0,4.093303466666667
2280,Big,1988-06-03,151668774.0,18000000.0,8.426043
9944,The Pelican Brief,1993-12-16,195268056.0,45000000.0,4.339290133333333
10342,Teaching Mrs. Tingle,1999-08-11,8946237.0,13000000.0,0.6881720769230769
10366,Universal Soldier: The Return,1999-08-05,10667893.0,45000000.0,0.2370642888888889
22314,In Too Deep,1999-08-25,14011454.0,7000000.0,2.0016362857142855
1911,The 13th Warrior,1999-08-27,61698899.0,160000000.0,0.38561811875
2900,The Astronaut's Wife,1999-08-26,19598588.0,75000000.0,0.26131450666666667
2162,Chill Factor,1999-09-01,11263966.0,70000000.0,0.1609138
14578,Outside Providence,1999-08-16,7292175.0,7000000.0,1.0417392857142858
10307,Stigmata,1999-09-10,50041732.0,29000000.0,1.7255769655172415
11601,Stir of Echoes,1999-09-10,21133087.0,12000000.0,1.7610905833333332
26522,A Soldier's Story,1984-09-14,21821347.0,6000000.0,3.6368911666666666
14,American Beauty,1999-09-15,356296601.0,15000000.0,23.753106733333333
24128,Stop Making Sense,1984-11-16,4978922.0,1200000.0,4.149101666666667
11001,Blue Streak,1999-09-17,117758500.0,65000000.0,1.8116692307692308
9453,Caligula,1979-01-21,23438120.0,17500000.0,1.3393211428571428
704,A Hard Day's Night,1964-07-06,12299668.0,560000.0,21.963692857142856
24153,The Buddy Holly Story,1978-05-18,14363400.0,1200000.0,11.9695
11797,Fright Night,1985-08-02,24922237.0,9000000.0,2.7691374444444445
10669,Deliverance,1972-07-30,46122355.0,2000000.0,23.0611775
11527,Excalibur,1981-04-10,34967437.0,11000000.0,3.178857909090909
28032,Thumbelina,1994-03-30,11373501.0,28000000.0,0.40619646428571426
11326,Tommy,1975-03-19,34251525.0,5000000.0,6.850305
10398,Double Jeopardy,1999-09-24,177841558.0,70000000.0,2.5405936857142857
60994,Guinevere,1999-09-04,614202.0,2600000.0,0.23623153846153847
14429,Drive Me Crazy,1999-10-01,22593409.0,8000000.0,2.824176125
15198,"Mystery, Alaska",1999-10-01,8888143.0,28000000.0,0.31743367857142857
6415,Three Kings,1999-09-27,108000000.0,75000000.0,1.44
24066,"Happy, Texas",1999-12-03,1943649.0,1700000.0,1.1433229411764705
10349,The Dark Half,1993-04-23,10611160.0,15000000.0,0.7074106666666666
29787,Monkey Shines,1988-07-29,5344577.0,7000000.0,0.763511
9638,Phantasm,1979-03-28,11988469.0,300000.0,39.96156333333333
10576,Psycho II,1983-06-03,34725000.0,5000000.0,6.945
12618,Random Hearts,1999-10-08,74608570.0,64000000.0,1.16575890625
226,Boys Don't Cry,1999-09-02,11540607.0,2000000.0,5.7703035
10388,The Limey,1999-05-15,3193102.0,10000000.0,0.3193102
9346,Risky Business,1983-08-05,63541777.0,6200000.0,10.24867370967742
861,Total Recall,1990-06-01,261317921.0,65000000.0,4.020275707692308
9377,Ferris Bueller's Day Off,1986-06-11,70136369.0,6000000.0,11.689394833333333
11541,The Year of Living Dangerously,1982-12-17,1317657.0,6000000.0,0.2196095
11901,High Plains Drifter,1973-04-19,15700000.0,5500000.0,2.8545454545454545
4929,Hang 'em High,1968-07-31,6800000.0,1800000.0,3.7777777777777777
18254,Reds,1981-12-25,40382659.0,32000000.0,1.26195809375
19997,Niagara,1953-01-26,8500000.0,1250000.0,6.8
17352,South Pacific,1958-03-18,36800000.0,6000000.0,6.133333333333334
535,Flashdance,1983-04-14,92921203.0,4000000.0,23.23030075
1654,The Dirty Dozen,1967-06-15,45300000.0,5400000.0,8.38888888888889
658,Goldfinger,1964-09-17,124881062.0,2500000.0,49.9524248
657,From Russia with Love,1963-10-11,78898765.0,2000000.0,39.4493825
646,Dr. No,1962-10-04,59600000.0,950000.0,62.73684210526316
5689,The Blue Lagoon,1980-07-05,58853106.0,4500000.0,13.078468
391,A Fistful of Dollars,1964-09-12,14500000.0,200000.0,72.5
8052,Hard Eight,1996-02-28,222559.0,3000000.0,0.07418633333333334
772,Home Alone 2: Lost in New York,1992-11-19,358991681.0,18000000.0,19.943982277777778
31650,Someone to Watch Over Me,1987-10-09,10278549.0,17000000.0,0.6046205294117647
73575,Sparrows,1926-05-14,966878.0,463455.0,2.086239224951721
302579,Naturally Native,1999-10-08,10508.0,700000.0,0.015011428571428571
550,Fight Club,1999-10-15,100853753.0,63000000.0,1.6008532222222223
12220,The Story of Us,1999-10-13,58900031.0,50000000.0,1.17800062
36819,Time Bandits,1981-07-13,42365581.0,5000000.0,8.4731162
11562,Crimes and Misdemeanors,1989-10-13,18254702.0,19000000.0,0.9607737894736842
16162,The Best Man,1999-10-22,34573780.0,9000000.0,3.8415311111111112
5548,RoboCop,1987-07-17,53000000.0,13000000.0,4.076923076923077
5549,RoboCop 2,1990-06-22,45681173.0,35000000.0,1.3051763714285713
856,Who Framed Roger Rabbit,1988-06-21,329803958.0,70000000.0,4.711485114285714
699,For Your Eyes Only,1981-06-23,195312802.0,28000000.0,6.975457214285714
709,Licence to Kill,1989-07-07,156167015.0,32000000.0,4.88021921875
253,Live and Let Die,1973-07-05,161777836.0,7000000.0,23.111119428571428
660,Thunderball,1965-12-16,141195658.0,5500000.0,25.671937818181817
11377,House on Haunted Hill,1999-10-29,40846082.0,19000000.0,2.149793789473684
26149,Music of the Heart,1999-10-29,14859394.0,27000000.0,0.550347925925926
492,Being John Malkovich,1999-09-30,22863596.0,13000000.0,1.758738153846154
108346,Dreaming of Joseph Lees,1999-10-29,7.0,2000000.0,3.5e-06
128,Princess Mononoke,1997-07-12,159375308.0,26500000.0,6.014162566037736
2020,The Bachelor,1999-11-05,36911617.0,51000000.0,0.7237571960784314
9481,The Bone Collector,1999-11-04,151493655.0,73000000.0,2.0752555479452055
9008,The Insider,1999-10-28,60289912.0,90000000.0,0.6698879111111111
16281,Creepshow,1982-11-12,21028755.0,8000000.0,2.628594375
16288,Creepshow 2,1987-05-01,14000000.0,3500000.0,4.0
1694,Re-Animator,1985-10-18,2023414.0,900000.0,2.248237777777778
476,Drugstore Cowboy,1989-09-09,4729352.0,2500000.0,1.8917408
37094,Falling Down,1993-02-26,40903593.0,25000000.0,1.63614372
73969,My Best Girl,1927-10-31,1027757.0,483103.0,2.1274076128693054
21610,Nighthawks,1981-03-17,19905359.0,5000000.0,3.9810718
957,Spaceballs,1987-06-24,38119483.0,22700000.0,1.6792723788546255
11886,Robin Hood,1973-11-08,32056467.0,15000000.0,2.1370978
62204,Quest for Fire,1981-12-15,55260558.0,12000000.0,4.6050465
11040,Little Big Man,1970-12-14,31559552.0,15000000.0,2.103970133333333
1621,Trading Places,1983-06-07,90400000.0,40600000.0,2.226600985221675
47941,Under the Rainbow,1981-07-31,2297493.0,20000000.0,0.11487465
21349,Anywhere But Here,1999-11-12,18653615.0,23000000.0,0.8110267391304348
1832,Dogma,1999-11-12,30652890.0,10000000.0,3.065289
10047,The Messenger: The Story of Joan of Arc,1999-10-18,66976317.0,60000000.0,1.11627195
10228,Pokémon: The First Movie: Mewtwo Strikes Back,1998-07-18,163644662.0,30000000.0,5.454822066666667
9289,The Longest Day,1962-09-25,50100000.0,10000000.0,5.01
11165,Tora! Tora! Tora!,1970-01-26,29548291.0,25485000.0,1.1594385324700804
4203,Women on the Verge of a Nervous Breakdown,1988-03-14,7179298.0,700000.0,10.25614
24226,The Verdict,1982-12-08,53977250.0,16000000.0,3.373578125
2668,Sleepy Hollow,1999-11-18,206071502.0,100000000.0,2.06071502
36643,The World Is Not Enough,1999-11-08,361832400.0,135000000.0,2.68024
99,All About My Mother,1999-04-19,67872296.0,8272296.0,8.204771202577858
5156,Bicycle Thieves,1948-11-24,361712.0,133000.0,2.719639097744361
24276,Matewan,1987-08-28,1680358.0,4000000.0,0.4200895
11393,The Natural,1984-05-11,47951979.0,28000000.0,1.7125706785714285
10998,Fatal Attraction,1987-09-11,320145693.0,14000000.0,22.8675495
36094,Stanley & Iris,1990-02-09,5820015.0,23000000.0,0.25304413043478263
9013,Midnight Run,1988-07-20,38413606.0,30000000.0,1.2804535333333333
2924,Backdraft,1991-05-24,152368585.0,75000000.0,2.0315811333333333
177,The Fisher King,1991-09-09,41895491.0,24000000.0,1.7456454583333334
38557,The River,1984-12-01,11500000.0,18000000.0,0.6388888888888888
9946,End of Days,1999-11-24,211989043.0,100000000.0,2.11989043
863,Toy Story 2,1999-10-30,497366869.0,90000000.0,5.526298544444445
22267,Ride with the Devil,1999-11-24,635096.0,38000000.0,0.016713052631578948
55123,Tumbleweeds,1999-11-28,1281176.0,312000.0,4.106333333333334
20024,The End of the Affair,1999-12-03,10827816.0,23000000.0,0.4707746086956522
9586,The Bonfire of the Vanities,1990-12-21,15691192.0,47000000.0,0.3338551489361702
32669,The Two Jakes,1990-08-10,10000000.0,19000000.0,0.5263157894736842
10402,Deuce Bigalow: Male Gigolo,1999-12-10,65535067.0,17000000.0,3.8550039411764705
497,The Green Mile,1999-12-10,284600000.0,60000000.0,4.743333333333333
1715,The Cider House Rules,1999-12-17,88545092.0,24000000.0,3.6893788333333335
25188,The Last Picture Show,1971-10-03,29133000.0,1300000.0,22.41
2277,Bicentennial Man,1999-12-17,93700000.0,100000000.0,0.937
10137,Stuart Little,1999-12-17,300135367.0,133000000.0,2.256656894736842
49948,Fantasia 2000,1999-12-17,90874570.0,80000000.0,1.135932125
334,Magnolia,1999-12-08,48451803.0,37000000.0,1.309508189189189
30237,Onegin,1999-12-22,206128.0,14000000.0,0.014723428571428571
50116,Simpatico,1999-09-15,929606.0,10000000.0,0.0929606
9563,Any Given Sunday,1999-12-16,100230832.0,55000000.0,1.8223787636363635
1850,Man on the Moon,1999-12-22,47434430.0,82000000.0,0.5784686585365854
